Qurter,Data,Day_of_sale,Day_of_week,Category,ID,Earnings,Downloads
Q3,August-16,08/19/2016,Fraiday,subscription,465449210,0.25,1
Q3,August-16,08/11/2016,Thursday,subscription,465268082,0.25,1
Q3,August-16,08/11/2016,Thursday,subscription,465268094,0.25,1
Q3,August-16,08/20/2016,Saturday,subscription,465268082,0.25,1
Q3,August-16,08/23/2016,Tuesday,subscription,465268082,0.25,1
Q3,August-16,08/25/2016,Thursday,subscription,465268082,0.25,1
Q3,August-16,08/26/2016,Fraiday,subscription,465268082,0.25,1
Q3,August-16,08/29/2016,Monday,subscription,465268106,0.25,1
Q3,August-16,08/29/2016,Monday,subscription,465449195,0.25,1
Q3,August-16,08/29/2016,Monday,subscription,465449210,0.25,1
Q3,August-16,08/22/2016,Monday,subscription,465268115,0.25,1
Q3,September-16,09/06/2016,Tuesday,subscription,465900986,0.25,1
Q3,September-16,09/14/2016,Wednesday,subscription,482079241,0.25,1
Q3,September-16,09/14/2016,Wednesday,subscription,482079325,0.25,1
Q3,September-16,09/07/2016,Wednesday,subscription,478458892,0.25,1
Q3,September-16,09/07/2016,Wednesday,subscription,478458934,0.25,1
Q3,September-16,09/07/2016,Wednesday,subscription,479754769,0.25,1
Q3,September-16,09/15/2016,Thursday,subscription,482079355,0.25,1
Q3,September-16,09/15/2016,Thursday,subscription,483120823,0.25,1
Q3,September-16,09/15/2016,Thursday,subscription,483121048,0.25,1
Q3,September-16,09/12/2016,Monday,subscription,482079355,0.25,1
Q3,September-16,09/16/2016,Fraiday,subscription,480328726,0.25,1
Q3,September-16,09/16/2016,Fraiday,subscription,482079355,0.25,1
Q3,September-16,09/16/2016,Fraiday,subscription,482079373,0.25,1
Q3,September-16,09/19/2016,Monday,subscription,465449219,0.25,1
Q3,September-16,09/19/2016,Monday,subscription,482079241,0.25,1
Q3,September-16,09/20/2016,Tuesday,subscription,465268082,0.25,1
Q3,September-16,09/20/2016,Tuesday,subscription,485515309,0.25,1
Q3,September-16,09/20/2016,Tuesday,subscription,485515327,0.25,1
Q3,September-16,09/20/2016,Tuesday,subscription,485515375,0.25,1
Q3,September-16,09/20/2016,Tuesday,subscription,485515453,0.25,1
Q3,September-16,09/20/2016,Tuesday,subscription,485515507,0.25,1
Q3,September-16,09/21/2016,Wednesday,onDemand,485515309,1.88,1
Q3,September-16,09/21/2016,Wednesday,subscription,485515309,0.50,2
Q3,September-16,09/21/2016,Wednesday,subscription,482079334,0.25,1
Q3,September-16,09/21/2016,Wednesday,subscription,482079355,0.25,1
Q3,September-16,09/21/2016,Wednesday,subscription,485515477,0.25,1
Q3,September-16,09/21/2016,Wednesday,subscription,486107812,0.25,1
Q3,September-16,09/22/2016,Thursday,subscription,465268082,0.25,1
Q3,September-16,09/22/2016,Thursday,subscription,479754745,0.25,1
Q3,September-16,09/22/2016,Thursday,subscription,485515309,0.25,1
Q3,September-16,09/22/2016,Thursday,subscription,486107818,0.25,1
Q3,September-16,09/23/2016,Fraiday,subscription,483121048,0.25,1
Q3,September-16,09/23/2016,Fraiday,subscription,485515309,0.25,1
Q3,September-16,09/23/2016,Fraiday,subscription,486712372,0.25,1
Q3,September-16,09/24/2016,Saturday,subscription,483120823,0.25,1
Q3,September-16,09/24/2016,Saturday,subscription,486107818,0.25,1
Q3,September-16,09/26/2016,Monday,subscription,486107764,0.25,1
Q3,September-16,09/26/2016,Monday,subscription,486107818,0.25,1
Q3,September-16,09/26/2016,Monday,subscription,489115813,0.25,1
Q3,September-16,09/28/2016,Wednesday,subscription,465449201,0.25,1
Q3,September-16,09/28/2016,Wednesday,subscription,485515309,0.25,1
Q3,September-16,09/28/2016,Wednesday,subscription,485515495,0.25,1
Q3,September-16,09/28/2016,Wednesday,subscription,487784341,0.25,1
Q3,September-16,09/28/2016,Wednesday,subscription,489115621,0.25,1
Q3,September-16,09/28/2016,Wednesday,subscription,490148212,0.25,1
Q3,September-16,09/29/2016,Thursday,subscription,482079334,0.50,2
Q3,September-16,09/29/2016,Thursday,subscription,465449201,0.25,1
Q3,September-16,09/29/2016,Thursday,subscription,483121048,0.25,1
Q3,September-16,09/29/2016,Thursday,subscription,485515309,0.25,1
Q3,September-16,09/29/2016,Thursday,subscription,485515351,0.25,1
Q3,September-16,09/29/2016,Thursday,subscription,485515438,0.25,1
Q3,September-16,09/29/2016,Thursday,subscription,485515504,0.25,1
Q3,September-16,09/29/2016,Thursday,subscription,487784050,0.25,1
Q3,September-16,09/27/2016,Tuesday,subscription,482640847,0.25,1
Q3,September-16,09/27/2016,Tuesday,subscription,486712363,0.25,1
Q3,September-16,09/27/2016,Tuesday,subscription,487784050,0.25,1
Q3,September-16,09/27/2016,Tuesday,subscription,489115717,0.25,1
Q3,September-16,09/27/2016,Tuesday,subscription,489115816,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,480328786,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,465449210,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,479754829,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,479754853,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,480328720,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,465901013,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,482079247,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,483528976,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,485515309,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,485515423,0.25,1
Q3,September-16,09/30/2016,Fraiday,subscription,486712450,0.25,1
Q4,October-16,10/02/2016,Sunday,subscription,485515309,0.50,2
Q4,October-16,10/02/2016,Sunday,subscription,485515375,0.25,1
Q4,October-16,10/03/2016,Monday,onDemand,485515516,1.88,1
Q4,October-16,10/03/2016,Monday,subscription,465268082,0.25,1
Q4,October-16,10/03/2016,Monday,subscription,483647788,0.25,1
Q4,October-16,10/03/2016,Monday,subscription,483647803,0.25,1
Q4,October-16,10/03/2016,Monday,subscription,485515309,0.25,1
Q4,October-16,10/03/2016,Monday,subscription,486712363,0.25,1
Q4,October-16,10/03/2016,Monday,subscription,486712450,0.25,1
Q4,October-16,10/01/2016,Saturday,subscription,483120880,0.25,1
Q4,October-16,10/01/2016,Saturday,subscription,483120937,0.25,1
Q4,October-16,10/01/2016,Saturday,subscription,483121048,0.25,1
Q4,October-16,10/01/2016,Saturday,subscription,485515438,0.25,1
Q4,October-16,10/01/2016,Saturday,subscription,485515453,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,485515309,0.50,2
Q4,October-16,10/04/2016,Tuesday,subscription,485515477,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,482079229,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,482079247,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,482079256,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,482079355,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,472129843,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,478458934,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,486107554,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,486712366,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,486712372,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,487784239,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,489115621,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,490148227,0.25,1
Q4,October-16,10/04/2016,Tuesday,subscription,492514945,0.25,1
Q4,October-16,10/06/2016,Thursday,subscription,485515309,0.50,2
Q4,October-16,10/06/2016,Thursday,subscription,485515351,0.50,2
Q4,October-16,10/06/2016,Thursday,subscription,485515438,0.25,1
Q4,October-16,10/06/2016,Thursday,subscription,485515495,0.25,1
Q4,October-16,10/06/2016,Thursday,subscription,490148212,0.25,1
Q4,October-16,10/06/2016,Thursday,subscription,493134127,0.25,1
Q4,October-16,10/06/2016,Thursday,subscription,493134199,0.25,1
Q4,October-16,10/06/2016,Thursday,subscription,493134382,0.25,1
Q4,October-16,10/06/2016,Thursday,subscription,494235961,0.25,1
Q4,October-16,10/07/2016,Fraiday,subscription,487784341,0.50,2
Q4,October-16,10/07/2016,Fraiday,subscription,487784362,0.25,1
Q4,October-16,10/07/2016,Fraiday,subscription,485515465,0.25,1
Q4,October-16,10/07/2016,Fraiday,subscription,485515309,0.25,1
Q4,October-16,10/07/2016,Fraiday,subscription,487784347,0.25,1
Q4,October-16,10/07/2016,Fraiday,subscription,485515330,0.25,1
Q4,October-16,10/07/2016,Fraiday,subscription,487784380,0.25,1
Q4,October-16,10/07/2016,Fraiday,subscription,493134199,0.25,1
Q4,October-16,10/07/2016,Fraiday,subscription,493134232,0.25,1
Q4,October-16,10/07/2016,Fraiday,subscription,493134262,0.25,1
Q4,October-16,10/07/2016,Fraiday,subscription,493134382,0.25,1
Q4,October-16,10/05/2016,Wednesday,subscription,485515309,0.50,2
Q4,October-16,10/05/2016,Wednesday,subscription,465268082,0.25,1
Q4,October-16,10/05/2016,Wednesday,subscription,465268094,0.25,1
Q4,October-16,10/05/2016,Wednesday,subscription,465268106,0.25,1
Q4,October-16,10/05/2016,Wednesday,subscription,483121048,0.25,1
Q4,October-16,10/05/2016,Wednesday,subscription,485515327,0.25,1
Q4,October-16,10/05/2016,Wednesday,subscription,485515351,0.25,1
Q4,October-16,10/05/2016,Wednesday,subscription,487212202,0.25,1
Q4,October-16,10/08/2016,Saturday,subscription,465449195,0.25,1
Q4,October-16,10/08/2016,Saturday,subscription,483121048,0.25,1
Q4,October-16,10/11/2016,Tuesday,subscription,485515351,0.25,1
Q4,October-16,10/11/2016,Tuesday,subscription,486712414,0.25,1
Q4,October-16,10/11/2016,Tuesday,subscription,487212202,0.25,1
Q4,October-16,10/11/2016,Tuesday,subscription,489115747,0.25,1
Q4,October-16,10/11/2016,Tuesday,subscription,485515438,0.25,1
Q4,October-16,10/11/2016,Tuesday,subscription,490148191,0.25,1
Q4,October-16,10/11/2016,Tuesday,subscription,495922816,0.25,1
Q4,October-16,10/11/2016,Tuesday,subscription,495922903,0.25,1
Q4,October-16,10/11/2016,Tuesday,subscription,496605676,0.25,1
Q4,October-16,10/11/2016,Tuesday,subscription,489115759,0.25,1
Q4,October-16,10/11/2016,Tuesday,onDemand,493134382,1.88,1
Q4,October-16,10/09/2016,Sunday,subscription,465449210,0.25,1
Q4,October-16,10/09/2016,Sunday,subscription,479754769,0.25,1
Q4,October-16,10/09/2016,Sunday,subscription,493134382,0.25,1
Q4,October-16,10/12/2016,Wednesday,subscription,480328786,0.25,1
Q4,October-16,10/12/2016,Wednesday,subscription,496605601,0.25,1
Q4,October-16,10/12/2016,Wednesday,subscription,496605634,0.25,1
Q4,October-16,10/12/2016,Wednesday,subscription,496605874,0.25,1
Q4,October-16,10/09/2016,Sunday,single&other,494636821,1.47,1
Q4,October-16,10/10/2016,Monday,subscription,490148212,0.50,2
Q4,October-16,10/10/2016,Monday,subscription,490148182,0.25,1
Q4,October-16,10/10/2016,Monday,subscription,486107707,0.25,1
Q4,October-16,10/10/2016,Monday,subscription,487784380,0.25,1
Q4,October-16,10/10/2016,Monday,subscription,489115759,0.25,1
Q4,October-16,10/10/2016,Monday,subscription,489115864,0.25,1
Q4,October-16,10/10/2016,Monday,subscription,485515477,0.25,1
Q4,October-16,10/10/2016,Monday,subscription,485515309,0.25,1
Q4,October-16,10/10/2016,Monday,subscription,490148266,0.25,1
Q4,October-16,10/10/2016,Monday,subscription,492514903,0.25,1
Q4,October-16,10/10/2016,Monday,subscription,493134127,0.25,1
Q4,October-16,10/10/2016,Monday,subscription,495922831,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,497183191,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,497764723,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,498340237,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,493134127,0.75,3
Q4,October-16,10/14/2016,Fraiday,subscription,482079355,0.50,2
Q4,October-16,10/14/2016,Fraiday,subscription,490148212,0.50,2
Q4,October-16,10/14/2016,Fraiday,subscription,492515026,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,485515456,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,486107818,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,482079241,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,490148221,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,492514657,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,492514738,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,492514975,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,482079316,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,485515330,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,493134199,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,493134223,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,493134382,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,495922906,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,495923011,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,496605838,0.25,1
Q4,October-16,10/14/2016,Fraiday,subscription,497183122,0.25,1
Q4,October-16,10/15/2016,Saturday,subscription,495922810,0.25,1
Q4,October-16,10/15/2016,Saturday,subscription,496605649,0.25,1
Q4,October-16,10/13/2016,Thursday,subscription,485515309,0.25,1
Q4,October-16,10/13/2016,Thursday,subscription,485515438,0.25,1
Q4,October-16,10/13/2016,Thursday,subscription,485515477,0.25,1
Q4,October-16,10/13/2016,Thursday,subscription,489642010,0.25,1
Q4,October-16,10/13/2016,Thursday,subscription,492514855,0.25,1
Q4,October-16,10/13/2016,Thursday,subscription,494636890,0.25,1
Q4,October-16,10/13/2016,Thursday,subscription,495922810,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,493134382,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,486107746,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,487784245,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,489115621,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,489115783,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,490148212,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,486107818,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,493134433,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,495922876,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,495923029,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,496159978,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,496192471,0.25,1
Q4,October-16,10/16/2016,Sunday,subscription,497183176,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,485515309,0.75,3
Q4,October-16,10/17/2016,Monday,subscription,486107617,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,483120880,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,482079247,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,485515351,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,485515423,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,485515438,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,485515456,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,485515507,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,482079325,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,487212223,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,487784296,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,489115621,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,489115735,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,490148212,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,493134382,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,495922924,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,497764714,0.25,1
Q4,October-16,10/17/2016,Monday,subscription,498340240,0.25,1
Q4,October-16,10/19/2016,Wednesday,subscription,497806429,0.50,2
Q4,October-16,10/19/2016,Wednesday,subscription,479132488,0.25,1
Q4,October-16,10/19/2016,Wednesday,subscription,483647803,0.25,1
Q4,October-16,10/19/2016,Wednesday,subscription,485515309,0.25,1
Q4,October-16,10/19/2016,Wednesday,subscription,485515327,0.25,1
Q4,October-16,10/19/2016,Wednesday,subscription,489115747,0.25,1
Q4,October-16,10/19/2016,Wednesday,subscription,493134433,0.25,1
Q4,October-16,10/19/2016,Wednesday,subscription,495923029,0.25,1
Q4,October-16,10/19/2016,Wednesday,subscription,495923113,0.25,1
Q4,October-16,10/19/2016,Wednesday,subscription,497183176,0.25,1
Q4,October-16,10/20/2016,Thursday,subscription,465268115,0.25,1
Q4,October-16,10/20/2016,Thursday,subscription,465449210,0.25,1
Q4,October-16,10/20/2016,Thursday,subscription,480328744,0.25,1
Q4,October-16,10/20/2016,Thursday,subscription,482079229,0.25,1
Q4,October-16,10/20/2016,Thursday,subscription,490701289,0.25,1
Q4,October-16,10/20/2016,Thursday,subscription,493134382,0.25,1
Q4,October-16,10/20/2016,Thursday,subscription,495922810,0.25,1
Q4,October-16,10/20/2016,Thursday,subscription,496160029,0.25,1
Q4,October-16,10/20/2016,Thursday,subscription,501306994,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,493134382,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,493134433,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,494235961,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,495922810,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,495922849,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,495922894,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,495923005,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,495923023,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,496159978,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,496605622,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,496605700,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,493134199,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,465268082,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,465268097,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,479754769,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,482640847,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,483121012,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,485515351,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,485515477,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,485515489,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,485515495,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,486107764,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,486107818,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,487784401,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,489115621,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,492514993,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,465268091,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,493134208,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,493134238,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,493134262,0.25,1
Q4,October-16,10/18/2016,Tuesday,subscription,493134310,0.25,1
Q4,October-16,10/25/2016,Tuesday,subscription,485515309,1.00,4
Q4,October-16,10/25/2016,Tuesday,subscription,465449219,0.25,1
Q4,October-16,10/25/2016,Tuesday,subscription,482640847,0.25,1
Q4,October-16,10/25/2016,Tuesday,subscription,490148212,0.25,1
Q4,October-16,10/25/2016,Tuesday,subscription,493134325,0.25,1
Q4,October-16,10/25/2016,Tuesday,subscription,495922810,0.25,1
Q4,October-16,10/25/2016,Tuesday,subscription,497764723,0.25,1
Q4,October-16,10/24/2016,Monday,subscription,465268094,0.25,1
Q4,October-16,10/24/2016,Monday,subscription,482079334,0.25,1
Q4,October-16,10/24/2016,Monday,subscription,483121048,0.25,1
Q4,October-16,10/24/2016,Monday,subscription,490148212,0.25,1
Q4,October-16,10/24/2016,Monday,subscription,495922810,0.25,1
Q4,October-16,10/24/2016,Monday,subscription,496159978,0.25,1
Q4,October-16,10/24/2016,Monday,subscription,496605601,0.25,1
Q4,October-16,10/24/2016,Monday,subscription,497183167,0.25,1
Q4,October-16,10/24/2016,Monday,subscription,501819475,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,495922810,0.50,2
Q4,October-16,10/26/2016,Wednesday,subscription,504521200,0.50,2
Q4,October-16,10/26/2016,Wednesday,subscription,496605622,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,485515516,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,487784158,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,487784203,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,492514711,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,492514738,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,492514903,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,492514951,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,492515026,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,493134166,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,493134208,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,493134382,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,465268115,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,495923011,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,485515477,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,497764714,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521191,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521194,0.25,1
Q4,October-16,10/25/2016,Tuesday,onDemand,485515375,1.88,1
Q4,October-16,10/27/2016,Thursday,subscription,465268115,0.25,1
Q4,October-16,10/27/2016,Thursday,subscription,485515309,0.25,1
Q4,October-16,10/27/2016,Thursday,subscription,492514738,0.25,1
Q4,October-16,10/27/2016,Thursday,subscription,503859013,0.25,1
Q4,October-16,10/27/2016,Thursday,subscription,503859157,0.25,1
Q4,October-16,10/21/2016,Fraiday,subscription,485515309,0.25,1
Q4,October-16,10/21/2016,Fraiday,subscription,486107818,0.25,1
Q4,October-16,10/21/2016,Fraiday,subscription,493134166,0.25,1
Q4,October-16,10/21/2016,Fraiday,subscription,493134325,0.25,1
Q4,October-16,10/21/2016,Fraiday,subscription,497183368,0.25,1
Q4,October-16,10/22/2016,Saturday,subscription,495922810,0.25,1
Q4,October-16,10/22/2016,Saturday,subscription,497183146,0.25,1
Q4,October-16,10/27/2016,Thursday,onDemand,495922810,1.88,1
Q4,October-16,10/29/2016,Saturday,subscription,485515318,0.25,1
Q4,October-16,10/29/2016,Saturday,subscription,486107812,0.25,1
Q4,October-16,10/29/2016,Saturday,subscription,487784425,0.25,1
Q4,October-16,10/29/2016,Saturday,subscription,503859154,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,493134217,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,465268115,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,482079316,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,485515309,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,485515327,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,485515375,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,485515438,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,485515456,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,485515477,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,485515507,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,486107746,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,487784296,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,487784374,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,489115813,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,489641800,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,492514903,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,492514951,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,492515002,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,479132731,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,493134310,0.25,1
Q4,October-16,10/23/2016,Sunday,subscription,485515438,0.25,1
Q4,October-16,10/23/2016,Sunday,subscription,489115621,0.25,1
Q4,October-16,10/30/2016,Sunday,subscription,465449210,0.25,1
Q4,October-16,10/30/2016,Sunday,subscription,479754769,0.25,1
Q4,October-16,10/30/2016,Sunday,subscription,482079373,0.25,1
Q4,October-16,10/30/2016,Sunday,subscription,485515309,0.25,1
Q4,October-16,10/30/2016,Sunday,subscription,489641755,0.25,1
Q4,October-16,10/30/2016,Sunday,subscription,493134238,0.25,1
Q4,October-16,10/30/2016,Sunday,subscription,493134319,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,493134382,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,496159978,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,497183368,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,500116807,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,500116822,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,500116975,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,501306991,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,501307054,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,501307111,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,501308191,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,501819424,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,503361796,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,503859121,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,503859136,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,503859229,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,503859259,0.25,1
Q4,October-16,10/28/2016,Fraiday,subscription,505188913,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,485515495,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521203,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521206,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521209,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521215,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521218,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521227,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521233,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521236,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521242,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521251,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521263,0.25,1
Q4,October-16,10/26/2016,Wednesday,subscription,504521269,0.25,1
Q4,November-16,11/01/2016,Tuesday,subscription,493134382,0.25,1
Q4,November-16,11/01/2016,Tuesday,subscription,482079247,0.25,1
Q4,November-16,11/01/2016,Tuesday,subscription,482079355,0.25,1
Q4,November-16,11/01/2016,Tuesday,subscription,483121048,0.25,1
Q4,November-16,11/01/2016,Tuesday,subscription,485515309,0.25,1
Q4,November-16,11/01/2016,Tuesday,subscription,485515453,0.25,1
Q4,November-16,11/01/2016,Tuesday,subscription,485515504,0.25,1
